Z,Nuclide,mass,spin & parity,abundance,half-life,sig(J32),sig(J33),sig(J40)
85,At-208,207.986613198 +- 0.000009578,6+,,1.63H 3,,,
85,At-209,208.986169605 +- 0.000005483,9/2-,,5.41H 5,,,
85,At-210,209.987146832 +- 0.000008420,(5)+,,8.1H 4,,,
85,At-211,210.987495338 +- 0.000002976,9/2-,,7.214H 7,,,
85,At-212,211.990736411 +- 0.000002613,(1-),,0.314S 2,,,
85,At-212 m,2.22900E+02 keV,(9-),,0.119S 3,,,
85,At-213,212.992935702 +- 0.000005284,9/2-,,125NS 6,,,
85,At-214,213.996370790 +- 0.000004644,1-,,558NS 10,,,
85,At-215,214.998652173 +- 0.000007347,9/2-,,0.10MS 2,,,
85,At-216,216.002420152 +- 0.000003914,1(-),,0.30MS 3,,,
85,At-217,217.004719035 +- 0.000005270,9/2-,,32.3MS 4,,,
85,At-218,218.008693541 +- 0.000012475,,,1.5S 3,,,
85,At-219,219.011161973 +- 0.000004154,,,56S 3,,,
85,At-220,220.015407711 +- 0.000055002,,,3.71M 4,,,
85,At-221,221.018050 +- 0.000210,,,2.3M 2,,,
85,At-222,222.022160 +- 0.000320,,,54S 10,,,
85,At-223,223.025090 +- 0.000430,,,50S 7,,,
86,Rn-193,193.009710524 +- 0.000024436,,,1.15MS 27,,,
86,Rn-194,194.006144200 +- 0.000018094,,,0.78MS 16,,,
86,Rn-195,195.005436151 +- 0.000055154,(3/2-),,6MS +3 -2,,,
86,Rn-195 m,5.90000E+01 keV,(13/2+),,5MS +3 -2,,,
86,Rn-196,196.002115036 +- 0.000015479,0+,,3S +7 -2,,,
86,Rn-197,197.001584754 +- 0.000065312,(3/2-),,66MS 16,,,
86,Rn-197,,(13/2-),,21MS 5,,,
86,Rn-198,197.998677851 +- 0.000014032,0+,,65MS 3,,,
86,Rn-199,198.998378856 +- 0.000068222,(3/2-),,0.59S 3,,,
86,Rn-199 m,1.80000E+02 keV,(13/2+),,0.31S 2,,,
86,Rn-200,199.995700017 +- 0.000013974,0+,,0.96S 3,,,
86,Rn-201,200.995628010 +- 0.000053389,(3/2-),,7.1S 8,,,
86,Rn-201 m,2.80000E+02 keV,(13/2+),,3.8S 1,,,
86,Rn-202,201.993263153 +- 0.000018824,0+,,10.0S 3,,,
86,Rn-203,202.993386869 +- 0.000025266,(3/2-),,44S 2,,,
86,Rn-203 m,3.62000E+02 keV,(13/2+),,26.9S 5,,,
86,Rn-204,203.991428953 +- 0.000015582,0+,,1.23M 2,,,
86,Rn-205,204.991718826 +- 0.000054043,5/2-,,170S 4,,,
86,Rn-206,205.990213250 +- 0.000015855,0+,,5.67M 17,,,
86,Rn-207,206.990730237 +- 0.000009121,5/2-,,9.25M 17,,,
86,Rn-208,207.989629115 +- 0.000011968,0+,,24.35M 14,,,
86,Rn-209,208.990414741 +- 0.000021458,5/2-,,28.8M 9,,,
86,Rn-210,209.989692309 +- 0.000004342,0+,,2.4H 1,,,
86,Rn-211,210.990599833 +- 0.000007333,1/2-,,14.6H 2,,,
86,Rn-212,211.990702638 +- 0.000003416,0+,,23.9M 12,,,
86,Rn-213,212.993881786 +- 0.000006095,(9/2+),,25.0MS 2,,,
86,Rn-214,213.995361673 +- 0.000009876,0+,,0.27US 2,,,
86,Rn-215,214.998744600 +- 0.000008252,9/2+,,2.30US 10,,,
86,Rn-216,216.000273476 +- 0.000007850,0+,,45US 5,,,
86,Rn-217,217.003926822 +- 0.000004538,9/2+,,0.54MS 5,,,
86,Rn-218,218.005600324 +- 0.000002547,0+,,35MS 5,,,
86,Rn-219,219.009480477 +- 0.000002695,5/2+,,3.96S 1,,,
86,Rn-220,220.011387723 +- 0.000002358,0+,,55.6S 1,,,
86,Rn-221,221.015537967 +- 0.000006321,7/2(+),,25.7M 5,,,
86,Rn-222,222.017577269 +- 0.000002498,0+,,3.8235D 3,,,
86,Rn-223,223.021895915 +- 0.000011000,7/2,,24.3M 4,,,
86,Rn-224,224.024085082 +- 0.000016000,0+,,107M 3,,,
86,Rn-225,225.028508696 +- 0.000023000,7/2-,,4.66M 4,,,
86,Rn-226,226.030852862 +- 0.000017000,0+,,7.4M 1,,,
86,Rn-227,227.035292476 +- 0.000019000,5/2,,20.8S 7,,,
86,Rn-228,228.037841642 +- 0.000024000,0+,,65S 2,,,
87,Fr-199,199.007258179 +- 0.000044889,,,12MS +10 -4,,,
87,Fr-200,200.006574461 +- 0.000083766,(3+),,49MS 4,,,
87,Fr-200,,,,0.57S +27 -14,,,
87,Fr-201,201.003866580 +- 0.000076610,(9/2-),,67MS 3,,,
87,Fr-201,,,,19MS +19 -6,,,
87,Fr-202,202.003395565 +- 0.000016559,(3+),,300MS,,,
87,Fr-202 m,1.00000E+02 keV,(10-),,290MS,,,
87,Fr-203,203.000941947 +- 0.000006895,(9/2-),,0.549S 15,,,
87,Fr-204,204.000652059 +- 0.000026398,(3+),,1.7S 3,,,
87,Fr-204 m,4.90000E+01 keV,(7+),,1.6S +5 -3,,,
87,Fr-204 n,3.16000E+02 keV,(10-),,0.8S 2,,,
87,Fr-205,204.998593989 +- 0.000008399,(9/2-),,3.92S 4,,,
87,Fr-206,205.998666132 +- 0.000030268,"(2+,3+)",,16S AP,,,
87,Fr-206,,(7+),,16S 2,,,
87,Fr-206 m,5.31000E+02 keV,(10-),,0.7S 1,,,
87,Fr-207,206.996948656 +- 0.000054422,9/2-,,14.8S 1,,,
87,Fr-208,207.997133003 +- 0.000056233,7+,,59.1S 3,,,
87,Fr-209,208.995953593 +- 0.000015760,9/2-,,50.0S,,,
87,Fr-210,209.996422460 +- 0.000016223,6+,,3.18M 6,,,
87,Fr-211,210.995555481 +- 0.000012877,9/2-,,3.10M 2,,,
87,Fr-212,211.996225548 +- 0.000009421,5+,,20.0M 6,,,
87,Fr-213,212.996185450 +- 0.000005470,9/2-,,34.6S 3,,,
87,Fr-214,213.998970267 +- 0.000009411,(1-),,5.0MS 2,,,
87,Fr-214 m,1.22000E+02 keV,(9-),,3.35MS 5,,,
87,Fr-215,215.000340562 +- 0.000007603,9/2-,,86NS 5,,,
87,Fr-216,216.003188589 +- 0.000004511,(1-),,0.70US 2,,,
87,Fr-217,217.004631006 +- 0.000007030,9/2-,,19US 3,,,
87,Fr-218,218.007577377 +- 0.000005133,1-,,1.0MS 6,,,
87,Fr-218 m,8.60000E+01 keV,,,22.0MS 5,,,
87,Fr-219,219.009251751 +- 0.000007603,9/2-,,20MS 2,,,
87,Fr-220,220.012324299 +- 0.000004393,1+,,27.4S 3,,,
87,Fr-221,221.014254995 +- 0.000005140,5/2-,,4.9M 2,,,
87,Fr-222,222.017551223 +- 0.000022780,2-,,14.2M 3,,,
87,Fr-223,223.019736138 +- 0.000002550,3/2(-),,22.00M 7,,,
87,Fr-224,224.023243678 +- 0.000053728,1-,,3.33M 10,,,
87,Fr-225,225.025566599 +- 0.000032362,3/2-,,4.0M 2,,,
87,Fr-226,226.029385761 +- 0.000107383,1-,,49S 1,,,
87,Fr-227,227.031835468 +- 0.000107383,1/2+,,2.47M 3,,,
87,Fr-228,228.035734 +- 0.000215,2-,,39S 1,,,
87,Fr-229,229.038450256 +- 0.000040000,(1/2+),,50.2S 4,,,
87,Fr-230,230.042404423 +- 0.000032000,,,19.1S 5,,,
87,Fr-231,231.045398 +- 0.000369,(1/2+),,17.6S 6,,,
87,Fr-232,232.049492 +- 0.000227,(5),,5.5S 6,,,
88,Ra-201,201.012712 +- 0.000126,,,1.6MS +77 -7,,,
88,Ra-202,202.009758438 +- 0.000026014,0+,,0.7MS 3,,,
88,Ra-203,203.009293274 +- 0.000086807,(3/2-),,31MS +17 -9,,,
88,Ra-203,,(13/2+),,24MS +6 -4,,,
88,Ra-204,204.006501453 +- 0.000015761,0+,,57MS +11 -5,,,
88,Ra-205,205.006268245 +- 0.000075707,(3/2-),,210MS +60 -40,,,
88,Ra-205,,13/2+,,170MS +60 -40,,,
88,Ra-206,206.003826930 +- 0.000019347,0+,,0.24S 2,,,
88,Ra-207,207.003798287 +- 0.000059326,(3/2-),,1.2S 1,,,
88,Ra-207 m,5.55000E+02 keV,(13/2+),,57MS 8,,,
88,Ra-208,208.001840152 +- 0.000016515,0+,,1.3S 2,,,
88,Ra-209,209.001991400 +- 0.000054178,(5/2-),,4.7S 2,,,
88,Ra-210,210.000493199 +- 0.000016239,0+,,3.7S 2,,,
88,Ra-211,211.000893197 +- 0.000008500,5/2(-),,13S 2,,,
88,Ra-212,211.999781143 +- 0.000012102,0+,,13.0S 2,,,
88,Ra-213,213.000384489 +- 0.000021598,1/2-,,2.74M 6,,,
88,Ra-213 m,1.77000E+03 keV,,,2.1MS 1,,,
88,Ra-214,214.000102930 +- 0.000005165,0+,,2.46S 3,,,
88,Ra-215,215.002719143 +- 0.000008189,(9/2+),,1.55MS 7,,,
88,Ra-216,216.003532142 +- 0.000009394,0+,,182NS 10,,,
88,Ra-216,,,,7NS 1,,,
88,Ra-217,217.006319443 +- 0.000009156,(9/2+),,1.6US 2,,,
88,Ra-218,218.007139347 +- 0.000012008,0+,,25.2US 3,,,
88,Ra-219,219.010084193 +- 0.000008881,(7/2)+,,10MS 3,,,
88,Ra-220,220.011027489 +- 0.000009920,0+,,18MS 2,,,
88,Ra-221,221.013916484 +- 0.000004998,5/2+,,28S 2,,,
88,Ra-222,222.015373673 +- 0.000004903,0+,,36.17S 10,,,
88,Ra-223,223.018502444 +- 0.000002686,3/2+,,11.435D 4,XXX,XXX,XXX
88,Ra-224,224.020205547 +- 0.000002358,0+,,3.66D 4,XXX,XXX,XXX
88,Ra-225,225.023612748 +- 0.000003177,1/2+,,14.9D 2,XXX,XXX,XXX
88,Ra-226,226.025409353 +- 0.000002484,0+,,1600Y 7,XXX,XXX,XXX
88,Ra-227,227.029177373 +- 0.000002501,3/2+,,42.2M 5,,,
88,Ra-228,228.031074994 +- 0.000002818,0+,,5.75Y 3,,,
88,Ra-229,229.034949372 +- 0.000016115,5/2(+),,4.0M 2,,,
88,Ra-230,230.037054760 +- 0.000011053,0+,,93M 2,,,
88,Ra-231,231.041037037 +- 0.000021000,"(7/2-,1/2+)",,103S 3,,,
88,Ra-232,232.043476203 +- 0.000013000,0+,,250S 50,,,
88,Ra-233,233.047866 +- 0.000441,,,30S 5,,,
88,Ra-234,234.050619 +- 0.000526,0+,,30S 10,,,
89,Ac-206,206.014527698 +- 0.000056173,(3+),,22MS +9 -5,,,
89,Ac-206,,(10-),,33MS +22 -9,,,
89,Ac-207,207.011967049 +- 0.000054118,(9/2-),,27MS +11 -6,,,
89,Ac-208,208.011550405 +- 0.000059817,(3+),,95MS +24 -16,,,
89,Ac-208 m,5.06000E+02 keV,(10-),,25MS +9 -5,,,
89,Ac-209,209.009494892 +- 0.000054330,(9/2-),,98MS +59 -27,,,
89,Ac-210,210.009436051 +- 0.000061623,,,0.35S 4,,,
89,Ac-211,211.007734077 +- 0.000076439,,,0.25S 5,,,
89,Ac-212,212.007808043 +- 0.000077739,,,0.93S 5,,,
89,Ac-213,213.006607680 +- 0.000055943,,,0.80S 5,,,
89,Ac-214,214.006918540 +- 0.000016444,,,8.2S 2,,,
89,Ac-215,215.006474269 +- 0.000013322,9/2-,,0.17S 1,,,
89,Ac-216,216.008743478 +- 0.000011607,(1-),,440US 16,,,
89,Ac-216 m,4.70000E+01 keV,(9-),,441US 7,,,
89,Ac-217,217.009343282 +- 0.000012229,9/2-,,69NS 4,,,
89,Ac-218,218.011640574 +- 0.000054495,(1-),,1.08US 9,,,
89,Ac-219,219.012419454 +- 0.000054213,9/2-,,11.8US 15,,,
89,Ac-220,220.014753577 +- 0.000006600,,,26.4MS 2,,,
89,Ac-221,221.015590303 +- 0.000054135,,,52MS 2,,,
89,Ac-222,222.017842905 +- 0.000005579,1-,,5.0S 5,,,
89,Ac-222,,,,63S 4,,,
89,Ac-223,223.019137070 +- 0.000007679,(5/2-),,2.10M 5,,,
89,Ac-224,224.021719760 +- 0.000004456,0-,,2.78H 17,,,
89,Ac-225,225.023229840 +- 0.000004993,(3/2-),,10.0D 1,XXX,XXX,XXX
89,Ac-226,226.026097369 +- 0.000003565,(1),,29.37H 12,XXX,XXX,XXX
89,Ac-227,227.027752408 +- 0.000002546,3/2-,,21.772Y 3,XXX,XXX,XXX
89,Ac-228,228.031025813 +- 0.000002907,3+,,6.15H 2,,,
89,Ac-229,229.033010706 +- 0.000034964,(3/2+),,62.7M 5,,,
89,Ac-230,230.036292544 +- 0.000322252,(1+),,122S 3,,,
89,Ac-231,231.038558150 +- 0.000107371,(1/2+),,7.5M 1,,,
89,Ac-232,232.042032139 +- 0.000107380,(1+),,119S 5,,,
89,Ac-233,233.044530 +- 0.000110,(1/2+),,145S 10,,,
89,Ac-234,234.048360 +- 0.000210,,,44S 7,,,
90,Th-nat,232.03806 +- 0.00002,,,,,,XXX
90,Th-209,209.017752973 +- 0.000092805,(13/2+),,3.8MS +69 -15,,,
90,Th-210,210.015092519 +- 0.000020314,0+,,9MS +17 -4,,,
90,Th-211,211.014928596 +- 0.000080005,,,37MS +28 -11,,,
90,Th-212,212.012986626 +- 0.000017225,0+,,30MS +20 -10,,,
90,Th-213,213.013010167 +- 0.000076266,,,140MS 25,,,
90,Th-214,214.011499189 +- 0.000017243,0+,,100MS 25,,,
90,Th-215,215.011724757 +- 0.000009490,(1/2-),,1.2S 2,,,
90,Th-216,216.011050586 +- 0.000012601,0+,,26.0MS 15,,,
90,Th-217,217.013116932 +- 0.000022027,(9/2+),,0.251MS 5,,,
90,Th-218,218.013279533 +- 0.000011062,0+,,117NS 9,,,
90,Th-219,219.015536204 +- 0.000054298,,,1.05US 3,,,
90,Th-220,220.015746867 +- 0.000023801,0+,,9.7US 6,,,
90,Th-221,221.018182789 +- 0.000010045,(7/2+),,1.73MS 3,,,
90,Th-222,222.018467237 +- 0.000013192,0+,,2.237MS 13,,,
90,Th-223,223.020810563 +- 0.000009903,(5/2)+,,0.60S 2,,,
90,Th-224,224.021466000 +- 0.000011757,0+,,1.05S 2,,,
90,Th-225,225.023950167 +- 0.000005493,3/2+,,8.72M 4,,,
90,Th-226,226.024902229 +- 0.000005049,0+,,30.57M 10,,,
90,Th-227,227.027704343 +- 0.000002684,(1/2+),,18.68D 9,XXX,XXX,XXX
90,Th-228,228.028734823 +- 0.000002356,0+,,1.912Y 2,XXX,XXX,XXX
90,Th-229,229.031763624 +- 0.000002998,5/2+,,7340Y 160,XXX,XXX,XXX
90,Th-229 m,3.50000E-03 keV,3/2+,,13.9H 3,,,
90,Th-230,230.033133149 +- 0.000001896,0+,,7.538E+4Y 30,XXX,XXX,XXX
90,Th-231,231.036303708 +- 0.000001903,5/2+,,25.52H 1,,,XXX
90,Th-232,232.038060026 +- 0.000002384,0+,100,14.05E+9Y 6,XXX,XXX,XXX
90,Th-233,233.041586541 +- 0.000002385,1/2+,,22.3M 1,XXX,XXX,XXX
90,Th-234,234.043602450 +- 0.000003758,0+,,24.10D 3,XXX,XXX,XXX
90,Th-235,235.047511293 +- 0.000053716,(1/2+),,7.1M 2,,,
90,Th-236,236.049870 +- 0.000210,0+,,37.3M 15,,,
90,Th-237,237.053894 +- 0.000385,,,4.7M 6,,,
90,Th-238,238.056497 +- 0.000304,0+,,9.4M 20,,,
91,Pa-nat,231.03588 +- 0.00002,,,,,,
91,Pa-212,212.023202993 +- 0.000080370,,,5.1MS +61 -19,,,
91,Pa-213,213.021109369 +- 0.000076374,,,5.3MS +40 -16,,,
91,Pa-214,214.020918482 +- 0.000081723,,,17MS 3,,,
91,Pa-215,215.019185106 +- 0.000093403,,,14MS 2,,,
91,Pa-216,216.019103784 +- 0.000079390,,,167MS 24,,,
91,Pa-217,217.018326371 +- 0.000056059,,,3.6MS 8,,,
91,Pa-217 m,1.23000E+03 keV,(23/2-),,1.5MS +9 -4,,,
91,Pa-217 n,1.85700E+03 keV,,,1.2MS 2,,,
91,Pa-218,218.020058631 +- 0.000019638,,,113US 10,,,
91,Pa-219,219.019903787 +- 0.000055305,9/2-,,53NS 10,,,
91,Pa-220,220.021898705 +- 0.000054917,,,0.78US 16,,,
91,Pa-221,221.021874351 +- 0.000055052,9/2-,,5.9US 17,,,
91,Pa-222,222.023741 +- 0.000078,,,2.9MS +6 -4,,,
91,Pa-223,223.023961338 +- 0.000076290,,,5.1MS 6,,,
91,Pa-224,224.025616337 +- 0.000008162,(5-),,0.79S 6,,,
91,Pa-225,225.026129733 +- 0.000076235,,,1.7S 1,,,
91,Pa-226,226.027946806 +- 0.000012271,,,1.8M 2,,,
91,Pa-227,227.028804675 +- 0.000008009,(5/2-),,38.3M 3,,,
91,Pa-228,228.031048270 +- 0.000004722,3+,,22H 1,,,
91,Pa-229,229.032097077 +- 0.000002931,(5/2+),,1.50D 5,,,XXX
91,Pa-230,230.034540035 +- 0.000003504,2-,,17.4D 5,,,XXX
91,Pa-231,231.035884277 +- 0.000002398,3/2-,100,3.276E+4Y 11,XXX,XXX,XXX
91,Pa-232,232.038585276 +- 0.000008315,(2-),,1.32D 2,XXX,XXX,XXX
91,Pa-233,233.040248815 +- 0.000002244,3/2-,,26.975D 13,XXX,XXX,XXX
91,Pa-234,234.043309277 +- 0.000005071,4+,,6.70H 5,,,
91,Pa-234 m,7.39200E+01 keV,(0-),,1.159M 16,,,
91,Pa-235,235.045445066 +- 0.000053713,(3/2-),,24.1M 2,,,
91,Pa-236,236.048682746 +- 0.000214717,1(-),,9.1M 1,,,
91,Pa-237,237.051147110 +- 0.000107373,(1/2+),,8.7M 2,,,
91,Pa-238,238.054503929 +- 0.000064445,(3-),,2.3M 1,,,
91,Pa-239,239.057260 +- 0.000210,3/2,,1.8H 5,,,
92,U-nat,238.02891 +- 0.00003,,,,,,XXX
92,U-217,217.024382652 +- 0.000093262,,,16MS +21 -6,,,
92,U-218,218.023522502 +- 0.000019572,0+,,0.51MS +17 -10,,,
92,U-219,219.025016432 +- 0.000054509,,,0.08MS +10 -3,,,
92,U-222,222.026081 +- 0.000108,0+,,1.0US +10 -4,,,
92,U-223,223.027737909 +- 0.000076351,,,18US +10 -5,,,
92,U-224,224.027603882 +- 0.000027176,0+,,0.7MS +5 -2,,,
92,U-225,225.029389831 +- 0.000012428,,,61MS 4,,,
92,U-226,226.029337817 +- 0.000013999,0+,,0.35S 15,,,
92,U-227,227.031155482 +- 0.000018104,(3/2+),,1.1M 1,,,
92,U-228,228.031373109 +- 0.000016051,0+,,9.1M 2,,,
92,U-229,229.033505084 +- 0.000006396,(3/2+),,58M 3,,,
92,U-230,230.033938943 +- 0.000005106,0+,,20.8D 21,,,XXX
92,U-231,231.036293977 +- 0.000003224,(5/2-),,4.2D 1,,,XXX
92,U-232,232.037149836 +- 0.000002356,0+,,68.9Y 4,XXX,XXX,XXX
92,U-233,233.039636574 +- 0.000002871,5/2+,,159.2E+3Y 2,XXX,XXX,XXX
92,U-234,234.040953616 +- 0.000001970,0+,0.0054,2.455E+5Y 6,XXX,XXX,XXX
92,U-235,235.043931368 +- 0.000001962,7/2-,0.7204,703.8E+6Y 5,XXX,XXX,XXX
92,U-235 m,7.50000E-02 keV,1/2+,,25M,,,
92,U-236,236.045569468 +- 0.000001966,0+,,2.342E+7Y 4,XXX,XXX,XXX
92,U-237,237.048731636 +- 0.000002027,1/2+,,6.75D 1,XXX,XXX,XXX
92,U-238,238.050789466 +- 0.000002047,0+,99.2742,4.468E+9Y 3,XXX,XXX,XXX
92,U-239,239.054294518 +- 0.000002055,5/2+,,23.45M 2,,,
92,U-240,240.056593384 +- 0.000005534,0+,,14.1H 1,,,
92,U-242,242.062933 +- 0.000215,0+,,16.8M 5,,,
93,Np-225,225.033910301 +- 0.000076889,9/2-,,unknown,,,
93,Np-226,226.035145 +- 0.000095,,,35MS 10,,,
93,Np-227,227.034955853 +- 0.000077840,,,0.51S 6,,,
93,Np-228,228.036065589 +- 0.000054294,,,61.4S 17,,,
93,Np-229,229.036262863 +- 0.000093237,(5/2+),,4.0M 2,,,
93,Np-230,230.037826650 +- 0.000055062,,,4.6M 3,,,
93,Np-231,231.038244688 +- 0.000054271,(5/2),,48.8M 2,,,
93,Np-232,232.040102 +- 0.000107,(4+),,14.7M 3,,,
93,Np-233,233.040740830 +- 0.000054694,(5/2+),,36.2M 1,,,
93,Np-234,234.042896565 +- 0.000009147,(0+),,4.4D 1,,,XXX
93,Np-235,235.044064523 +- 0.000002136,5/2+,,396.2D 12,,XXX,XXX
93,Np-236,236.046563283 +- 0.000054145,(6-),,154E+3Y 6,XXX,XXX,XXX
93,Np-236,,1,,22.5H 4,,,
93,Np-237,237.048174914 +- 0.000001971,5/2+,,2.144E+6Y 7,XXX,XXX,XXX
93,Np-238,238.050947876 +- 0.000001983,2+,,2.117D 2,XXX,XXX,XXX
93,Np-239,239.052940487 +- 0.000002234,5/2+,,2.356D 3,XXX,XXX,XXX
93,Np-240,240.056163645 +- 0.000016253,(5+),,61.9M 2,,,
93,Np-240,,(1+),,7.22M 2,,,
93,Np-241,241.058253894 +- 0.000075936,5/2+,,13.9M 2,,,
93,Np-242,242.061642566 +- 0.000214718,(1+),,2.2M 2,,,
93,Np-242,,(6+),,5.5M 2,,,
93,Np-243,243.064280 +- 0.000034,(5/2-),,1.85M 15,,,
93,Np-244,244.067850 +- 0.000320,(7-),,2.29M 16,,,
94,Pu-228,228.038731210 +- 0.000033145,,,1.1S,,,
94,Pu-229,229.040142095 +- 0.000055097,,,120S 50,,,
94,Pu-230,230.039649000 +- 0.000016206,0+,,102S 10,,,
94,Pu-231,231.041100221 +- 0.000028375,(3/2+),,8.6M 5,,,
94,Pu-232,232.041186199 +- 0.000019416,0+,,34.1M 7,,,
94,Pu-233,233.042996520 +- 0.000054057,,,20.9M 4,,,
94,Pu-234,234.043316234 +- 0.000007476,,,8.8H 1,,,
94,Pu-235,235.045286322 +- 0.000022079,(5/2+),,25.3M,,,
94,Pu-236,236.046051647 +- 0.000002358,0+,,2.858Y 8,XXX,XXX,XXX
94,Pu-236 m,3.00000E+03 keV,(0+),,30PS 12,,,
94,Pu-237,237.048411069 +- 0.000002389,7/2-,,45.2D 1,,XXX,XXX
94,Pu-237 m,1.45543E+02 keV,1/2+,,0.18S 2,,,
94,Pu-238,238.049561412 +- 0.000001977,0+,,87.7Y 1,XXX,XXX,XXX
94,Pu-239,239.052164844 +- 0.000001966,1/2+,,24110Y 30,XXX,XXX,XXX
94,Pu-240,240.053815008 +- 0.000001964,0+,,6561Y 7,XXX,XXX,XXX
94,Pu-241,241.056852919 +- 0.000001964,5/2+,,14.290Y 6,XXX,XXX,XXX
94,Pu-242,242.058743997 +- 0.000002000,0+,,3.735E+5Y 11,XXX,XXX,XXX
94,Pu-243,243.062004489 +- 0.000003424,7/2+,,4.956H 3,,,
94,Pu-244,244.064205302 +- 0.000005425,0+,,8.11E+7Y 3,,XXX,XXX
94,Pu-245,245.067825968 +- 0.000015477,(9/2-),,10.5H 1,,,
94,Pu-246,246.070206018 +- 0.000016377,0+,,10.84D 2,,XXX,XXX
94,Pu-247,247.074190 +- 0.000210,,,2.27D 23,,,
95,Am-232,232.046590 +- 0.000320,,,1.32M 3,,,
95,Am-233,233.046347 +- 0.000109,,,3.2M 8,,,
95,Am-234,234.047808 +- 0.000223,,,2.32M 8,,,
95,Am-235,235.047907569 +- 0.000056037,(5/2),,9.9M 5,,,
95,Am-236,236.049422 +- 0.000120,5-,,3.6M 2,,,
95,Am-236,,(1-),,2.9M 2,,,
95,Am-237,237.049996 +- 0.000064,5/2(-),,73.6M 8,,,
95,Am-238,238.051985852 +- 0.000054451,1+,,98M 2,,,
95,Am-239,239.053025736 +- 0.000002621,(5/2)-,,11.9H 1,,,
95,Am-240,240.055301645 +- 0.000014931,(3-),,50.8H 3,,,XXX
95,Am-240 m,2.60000E+03 keV,,,0.91MS 7,,,
95,Am-241,241.056830611 +- 0.000001967,5/2-,,432.6Y 6,XXX,XXX,XXX
95,Am-242,242.059550625 +- 0.000001970,1-,,16.02H 2,XXX,XXX,XXX
95,Am-242 m,4.86300E+01 keV,5-,,141Y 2,XXX,XXX,XXX
95,Am-242 n,2.30000E+03 keV,,,14.0MS 2,,,
95,Am-243,243.061382541 +- 0.000002465,5/2-,,7370Y 15,XXX,XXX,XXX
95,Am-244,244.064286310 +- 0.000002238,(6-),,10.1H 1,XXX,XXX,XXX
95,Am-244 m,6.61000E+01 keV,1+,,26M,XXX,XXX,XXX
95,Am-244 n,1.60000E+03 keV,,,0.90MS 15,,,
95,Am-245,245.066453577 +- 0.000003724,(5/2)+,,2.05H 1,,,
95,Am-246,246.069776009 +- 0.000019512,(7-),,39M 3,,,
95,Am-246,,2(-),,25.0M 2,,,
95,Am-247,247.072094 +- 0.000107,(5/2),,23.0M 13,,,
96,Cm-234,234.050158953 +- 0.000019543,0+,,51S 12,,,
96,Cm-237,237.052868097 +- 0.000076180,,,unknown,,,
96,Cm-238,238.053080266 +- 0.000013233,0+,,2.4H 1,,,
96,Cm-239,239.054910233 +- 0.000058041,(7/2-),,2.9H AP,,,
96,Cm-240,240.055523225 +- 0.000002442,0+,,27D 1,,XXX,XXX
96,Cm-241,241.057654412 +- 0.000002318,1/2+,,32.8D 2,XXX,XXX,XXX
96,Cm-242,242.058837340 +- 0.000001979,0+,,162.94D 6,XXX,XXX,XXX
96,Cm-242 m,1.80000E+03 keV,,,40PS 15,,,
96,Cm-243,243.061390578 +- 0.000002240,5/2+,,29.1Y 1,XXX,XXX,XXX
96,Cm-244,244.062754041 +- 0.000001964,0+,,18.11Y 3,XXX,XXX,XXX
96,Cm-244 m,1.04000E+03 keV,6+,,34MS 2,,,
96,Cm-245,245.065492712 +- 0.000002238,7/2+,,8500Y 100,XXX,XXX,XXX
96,Cm-246,246.067225049 +- 0.000002216,0+,,4760Y 40,XXX,XXX,XXX
96,Cm-247,247.070354934 +- 0.000004686,9/2-,,1.56E+7Y 5,XXX,XXX,XXX
96,Cm-248,248.072349903 +- 0.000005428,0+,,3.48E+5Y 6,XXX,XXX,XXX
96,Cm-249,249.075954808 +- 0.000005434,1/2(+),,64.15M 3,XXX,XXX,XXX
96,Cm-250,250.078358354 +- 0.000012029,0+,,9700Y,XXX,XXX,XXX
96,Cm-251,251.082287245 +- 0.000024477,(1/2+),,16.8M 2,,,
97,Bk-238,238.058280 +- 0.000309,,,2.40M 8,,,
97,Bk-240,240.059753 +- 0.000161,,,4.8M 8,,,
97,Bk-241,241.060231 +- 0.000215,(7/2+),,4.6M 4,,,
97,Bk-242,242.061983 +- 0.000215,,,7.0M 13,,,
97,Bk-243,243.063008827 +- 0.000005092,(3/2-),,4.5H 2,,,
97,Bk-244,244.065182240 +- 0.000015536,(4-),,4.35H 15,,,
97,Bk-245,245.066363082 +- 0.000002479,3/2-,,4.94D 3,,,XXX
97,Bk-246,246.068674334 +- 0.000064450,2(-),,1.80D 2,,,XXX
97,Bk-247,247.070308541 +- 0.000005907,(3/2-),,1380Y 250,,XXX,XXX
97,Bk-248,248.073088 +- 0.000076,,,9Y GT,,,XXX
97,Bk-248,,1(-),,23.7H 2,,,
97,Bk-249,249.074988120 +- 0.000002807,7/2+,,320D 6,XXX,XXX,XXX
97,Bk-250,250.078317906 +- 0.000004262,2-,,3.212H 5,XXX,XXX,XXX
97,Bk-251,251.080762812 +- 0.000011753,(3/2-),,55.6M 11,,,
97,Bk-252,252.084311 +- 0.000215,,,1.8M 5,,,
98,Cf-237,237.062196269 +- 0.000093798,,,2.1S 3,,,
98,Cf-238,238.061410 +- 0.000430,0+,,21MS 2,,,
98,Cf-239,239.062421 +- 0.000225,,,39S +37 -12,,,
98,Cf-240,240.062272368 +- 0.000030812,,,0.96M 15,,,
98,Cf-241,241.063694 +- 0.000178,,,3.78M 70,,,
